Reset Time = 2022/03/02 13:51:45

YPP_Recv_No_recommand = 50802, YPP_Recv_No = 50802

Command Recv Socket Recreate Log =>
    [ 0] 0000/00/00 00:00:00 [    0]  0,   0, 0x00000000
    [ 1] 0000/00/00 00:00:00 [    0]  0,   0, 0x00000000
    [ 2] 0000/00/00 00:00:00 [    0]  0,   0, 0x00000000
    [ 3] 0000/00/00 00:00:00 [    0]  0,   0, 0x00000000
Ack Send Socket Recreate Log =>
    [ 0] 0000/00/00 00:00:00 [    0]  0,   0, 0x00000000
    [ 1] 0000/00/00 00:00:00 [    0]  0,   0, 0x00000000
    [ 2] 0000/00/00 00:00:00 [    0]  0,   0, 0x00000000
    [ 3] 0000/00/00 00:00:00 [    0]  0,   0, 0x00000000

Recv Command Data Error Log =>
    [ 0] 0000/00/00 00:00:00 [    0] 0x00000000->0x00000000,   0
    [ 1] 0000/00/00 00:00:00 [    0] 0x00000000->0x00000000,   0
    [ 2] 0000/00/00 00:00:00 [    0] 0x00000000->0x00000000,   0
    [ 3] 0000/00/00 00:00:00 [    0] 0x00000000->0x00000000,   0

Recv Command Data Store And Analize Log =>
    [  0], 2022/03/02, 12:41:37, 1, 0, [-----], [------],    0,  846 ->  866
    [ 28], 2022/03/02, 12:40:56, 1, 0, [-----], [------],    0,  984 -> 1012
    [ 29], 2022/03/02, 12:40:56, 1, 0, [-----], [------],    0, 1012 -> 1024
    [ 30], 2022/03/02, 12:40:56, 0, 0, [    1], [0xc631],   72, 1024 ->  952
    [ 31], 2022/03/02, 12:40:56, 1, 0, [-----], [------],    0,  952 ->  968
    [ 32], 2022/03/02, 12:40:56, 1, 0, [-----], [------],    0,  968 ->  984
    [ 33], 2022/03/02, 12:40:56, 1, 0, [-----], [------],    0,  984 -> 1012
    [ 34], 2022/03/02, 12:40:56, 1, 0, [-----], [------],    0, 1012 -> 1024
    [ 35], 2022/03/02, 12:40:56, 0, 0, [    1], [0xc632],   76, 1024 ->  948
    [ 36], 2022/03/02, 12:40:56, 1, 0, [-----], [------],    0,  948 -> 1024
    [ 37], 2022/03/02, 12:40:56, 0, 0, [    1], [0xc633],   72, 1024 ->  952
    [ 38], 2022/03/02, 12:40:56, 1, 0, [-----], [------],    0,  952 ->  968
    [ 39], 2022/03/02, 12:40:56, 1, 0, [-----], [------],    0,  968 ->  984
    [ 40], 2022/03/02, 12:40:56, 1, 0, [-----], [------],    0,  984 -> 1012
    [ 41], 2022/03/02, 12:40:56, 1, 0, [-----], [------],    0, 1012 -> 1024
    [ 42], 2022/03/02, 12:40:56, 0, 0, [    1], [0xc634],   72, 1024 ->  952
    [ 43], 2022/03/02, 12:40:56, 1, 0, [-----], [------],    0,  952 ->  968
    [ 44], 2022/03/02, 12:40:56, 1, 0, [-----], [------],    0,  968 ->  984
    [ 45], 2022/03/02, 12:40:56, 1, 0, [-----], [------],    0,  984 -> 1012
    [ 46], 2022/03/02, 12:40:57, 1, 0, [-----], [------],    0, 1012 -> 1024
    [ 47], 2022/03/02, 12:40:57, 0, 0, [    1], [0xc635],  308, 1024 ->  716
    [ 48], 2022/03/02, 12:40:57, 1, 0, [-----], [------],    0,  716 -> 1024
    [ 49], 2022/03/02, 12:40:59, 0, 0, [    1], [0xc636],   90, 1024 ->  934
    [ 50], 2022/03/02, 12:40:59, 1, 0, [-----], [------],    0,  934 ->  948
    [ 51], 2022/03/02, 12:40:59, 1, 0, [-----], [------],    0,  948 -> 1024
    [ 52], 2022/03/02, 12:40:59, 0, 0, [    1], [0xc637],   92, 1024 ->  932
    [ 53], 2022/03/02, 12:40:59, 1, 0, [-----], [------],    0,  932 ->  984
    [ 54], 2022/03/02, 12:40:59, 1, 0, [-----], [------],    0,  984 -> 1012
    [ 55], 2022/03/02, 12:40:59, 1, 0, [-----], [------],    0, 1012 -> 1024
    [ 56], 2022/03/02, 12:41:00, 0, 0, [    1], [0xc638],   76, 1024 ->  948
    [ 57], 2022/03/02, 12:41:00, 1, 0, [-----], [------],    0,  948 -> 1024
    [ 58], 2022/03/02, 12:41:01, 0, 0, [    1], [0xc639],  308, 1024 ->  716
    [ 59], 2022/03/02, 12:41:01, 1, 0, [-----], [------],    0,  716 -> 1024
    [ 60], 2022/03/02, 12:41:03, 0, 0, [    1], [0xc63a],   14, 1024 -> 1010
    [ 61], 2022/03/02, 12:41:03, 1, 0, [-----], [------],    0, 1010 -> 1024
    [ 62], 2022/03/02, 12:41:03, 0, 0, [    1], [0xc63b],  188, 1024 ->  836
    [ 63], 2022/03/02, 12:41:03, 1, 0, [-----], [------],    0,  836 ->  868
    [ 64], 2022/03/02, 12:41:03, 1, 0, [-----], [------],    0,  868 ->  960
    [ 65], 2022/03/02, 12:41:03, 1, 0, [-----], [------],    0,  960 ->  976
    [ 66], 2022/03/02, 12:41:03, 1, 0, [-----], [------],    0,  976 -> 1004
    [ 67], 2022/03/02, 12:41:03, 1, 0, [-----], [------],    0, 1004 -> 1016
    [ 68], 2022/03/02, 12:41:03, 1, 0, [-----], [------],    0, 1016 -> 1024
    [ 69], 2022/03/02, 12:41:04, 0, 0, [    1], [0xc63c],   16, 1024 -> 1008
    [ 70], 2022/03/02, 12:41:04, 1, 0, [-----], [------],    0, 1008 -> 1024
    [ 71], 2022/03/02, 12:41:04, 0, 0, [    1], [0xc63d],   56, 1024 ->  968
    [ 72], 2022/03/02, 12:41:04, 1, 0, [-----], [------],    0,  968 ->  984
    [ 73], 2022/03/02, 12:41:04, 1, 0, [-----], [------],    0,  984 -> 1012
    [ 74], 2022/03/02, 12:41:04, 1, 0, [-----], [------],    0, 1012 -> 1024
    [ 75], 2022/03/02, 12:41:04, 0, 0, [    1], [0xc63e],   72, 1024 ->  952
    [ 76], 2022/03/02, 12:41:04, 1, 0, [-----], [------],    0,  952 ->  968
    [ 77], 2022/03/02, 12:41:04, 1, 0, [-----], [------],    0,  968 ->  984
    [ 78], 2022/03/02, 12:41:04, 1, 0, [-----], [------],    0,  984 -> 1012
    [ 79], 2022/03/02, 12:41:04, 1, 0, [-----], [------],    0, 1012 -> 1024
    [ 80], 2022/03/02, 12:41:05, 0, 0, [    1], [0xc63f],   72, 1024 ->  952
    [ 81], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  952 ->  968
    [ 82], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  968 ->  984
    [ 83], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  984 -> 1012
    [ 84], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0, 1012 -> 1024
    [ 85], 2022/03/02, 12:41:05, 0, 0, [    1], [0xc640],   72, 1024 ->  952
    [ 86], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  952 ->  968
    [ 87], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  968 ->  984
    [ 88], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  984 -> 1012
    [ 89], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0, 1012 -> 1024
    [ 90], 2022/03/02, 12:41:05, 0, 0, [    1], [0xc641],   72, 1024 ->  952
    [ 91], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  952 ->  968
    [ 92], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  968 ->  984
    [ 93], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  984 -> 1012
    [ 94], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0, 1012 -> 1024
    [ 95], 2022/03/02, 12:41:05, 0, 0, [    1], [0xc642],   72, 1024 ->  952
    [ 96], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  952 ->  968
    [ 97], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  968 ->  984
    [ 98], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  984 -> 1012
    [ 99], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0, 1012 -> 1024
    [100], 2022/03/02, 12:41:05, 0, 0, [    1], [0xc643],   72, 1024 ->  952
    [101], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  952 ->  968
    [102], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  968 ->  984
    [103], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0,  984 -> 1012
    [104], 2022/03/02, 12:41:05, 1, 0, [-----], [------],    0, 1012 -> 1024
    [105], 2022/03/02, 12:41:06, 0, 0, [    1], [0xc644],   72, 1024 ->  952
    [106], 2022/03/02, 12:41:06, 1, 0, [-----], [------],    0,  952 ->  968
    [107], 2022/03/02, 12:41:06, 1, 0, [-----], [------],    0,  968 ->  984
    [108], 2022/03/02, 12:41:06, 1, 0, [-----], [------],    0,  984 -> 1012
    [109], 2022/03/02, 12:41:06, 1, 0, [-----], [------],    0, 1012 -> 1024
    [110], 2022/03/02, 12:41:06, 0, 0, [    1], [0xc645],  308, 1024 ->  716
    [111], 2022/03/02, 12:41:06, 1, 0, [-----], [------],    0,  716 -> 1024
    [112], 2022/03/02, 12:41:10, 0, 0, [    1], [0xc646],   14, 1024 -> 1010
    [113], 2022/03/02, 12:41:10, 1, 0, [-----], [------],    0, 1010 -> 1024
    [114], 2022/03/02, 12:41:10, 0, 0, [    1], [0xc647],  168, 1024 ->  856
    [115], 2022/03/02, 12:41:10, 1, 0, [-----], [------],    0,  856 ->  908
    [116], 2022/03/02, 12:41:10, 1, 0, [-----], [------],    0,  908 ->  936
    [117], 2022/03/02, 12:41:10, 1, 0, [-----], [------],    0,  936 ->  948
    [118], 2022/03/02, 12:41:10, 1, 0, [-----], [------],    0,  948 -> 1024
    [119], 2022/03/02, 12:41:12, 0, 0, [    1], [0xc648],  308, 1024 ->  716
    [120], 2022/03/02, 12:41:12, 1, 0, [-----], [------],    0,  716 -> 1024
    [121], 2022/03/02, 12:41:14, 0, 0, [    1], [0xc649],   76, 1024 ->  948
    [122], 2022/03/02, 12:41:14, 1, 0, [-----], [------],    0,  948 -> 1024
    [123], 2022/03/02, 12:41:18, 0, 0, [    1], [0xc64a],   14, 1024 -> 1010
    [124], 2022/03/02, 12:41:18, 1, 0, [-----], [------],    0, 1010 -> 1024
    [125], 2022/03/02, 12:41:18, 0, 0, [    1], [0xc64b],  188, 1024 ->  836
    [126], 2022/03/02, 12:41:18, 1, 0, [-----], [------],    0,  836 ->  868
    [127], 2022/03/02, 12:41:18, 1, 0, [-----], [------],    0,  868 ->  960
    [128], 2022/03/02, 12:41:18, 1, 0, [-----], [------],    0,  960 ->  976
    [129], 2022/03/02, 12:41:18, 1, 0, [-----], [------],    0,  976 -> 1004
    [130], 2022/03/02, 12:41:18, 1, 0, [-----], [------],    0, 1004 -> 1016
    [131], 2022/03/02, 12:41:18, 1, 0, [-----], [------],    0, 1016 -> 1024
    [132], 2022/03/02, 12:41:19, 0, 0, [    1], [0xc64c],   72, 1024 ->  952
    [133], 2022/03/02, 12:41:19, 1, 0, [-----], [------],    0,  952 ->  968
    [134], 2022/03/02, 12:41:19, 1, 0, [-----], [------],    0,  968 ->  984
    [135], 2022/03/02, 12:41:19, 1, 0, [-----], [------],    0,  984 -> 1012
    [136], 2022/03/02, 12:41:19, 1, 0, [-----], [------],    0, 1012 -> 1024
    [137], 2022/03/02, 12:41:19, 0, 0, [    1], [0xc64d],   16, 1024 -> 1008
    [138], 2022/03/02, 12:41:19, 1, 0, [-----], [------],    0, 1008 -> 1024
    [139], 2022/03/02, 12:41:19, 0, 0, [    1], [0xc64e],   56, 1024 ->  968
    [140], 2022/03/02, 12:41:19, 1, 0, [-----], [------],    0,  968 ->  984
    [141], 2022/03/02, 12:41:19, 1, 0, [-----], [------],    0,  984 -> 1012
    [142], 2022/03/02, 12:41:19, 1, 0, [-----], [------],    0, 1012 -> 1024
    [143], 2022/03/02, 12:41:20, 0, 0, [    1], [0xc64f],   72, 1024 ->  952
    [144], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  952 ->  968
    [145], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  968 ->  984
    [146], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  984 -> 1012
    [147], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0, 1012 -> 1024
    [148], 2022/03/02, 12:41:20, 0, 0, [    1], [0xc650],   72, 1024 ->  952
    [149], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  952 ->  968
    [150], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  968 ->  984
    [151], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  984 -> 1012
    [152], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0, 1012 -> 1024
    [153], 2022/03/02, 12:41:20, 0, 0, [    1], [0xc651],   72, 1024 ->  952
    [154], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  952 ->  968
    [155], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  968 ->  984
    [156], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  984 -> 1012
    [157], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0, 1012 -> 1024
    [158], 2022/03/02, 12:41:20, 0, 0, [    1], [0xc652],   72, 1024 ->  952
    [159], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  952 ->  968
    [160], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  968 ->  984
    [161], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  984 -> 1012
    [162], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0, 1012 -> 1024
    [163], 2022/03/02, 12:41:20, 0, 0, [    1], [0xc653],   72, 1024 ->  952
    [164], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  952 ->  968
    [165], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  968 ->  984
    [166], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0,  984 -> 1012
    [167], 2022/03/02, 12:41:20, 1, 0, [-----], [------],    0, 1012 -> 1024
    [168], 2022/03/02, 12:41:21, 0, 0, [    1], [0xc654],   72, 1024 ->  952
    [169], 2022/03/02, 12:41:21, 1, 0, [-----], [------],    0,  952 ->  968
    [170], 2022/03/02, 12:41:21, 1, 0, [-----], [------],    0,  968 ->  984
    [171], 2022/03/02, 12:41:21, 1, 0, [-----], [------],    0,  984 -> 1012
    [172], 2022/03/02, 12:41:21, 1, 0, [-----], [------],    0, 1012 -> 1024
    [173], 2022/03/02, 12:41:21, 0, 0, [    1], [0xc655],  308, 1024 ->  716
    [174], 2022/03/02, 12:41:21, 1, 0, [-----], [------],    0,  716 -> 1024
    [175], 2022/03/02, 12:41:24, 0, 0, [    1], [0xc656],  322, 1024 ->  702
    [176], 2022/03/02, 12:41:24, 1, 0, [-----], [------],    0,  702 ->  716
    [177], 2022/03/02, 12:41:24, 1, 0, [-----], [------],    0,  716 -> 1024
    [178], 2022/03/02, 12:41:24, 0, 0, [    1], [0xc657],  106, 1024 ->  918
    [179], 2022/03/02, 12:41:24, 1, 0, [-----], [------],    0,  918 ->  932
    [180], 2022/03/02, 12:41:24, 1, 0, [-----], [------],    0,  932 ->  984
    [181], 2022/03/02, 12:41:24, 1, 0, [-----], [------],    0,  984 -> 1012
    [182], 2022/03/02, 12:41:24, 1, 0, [-----], [------],    0, 1012 -> 1024
    [183], 2022/03/02, 12:41:24, 0, 0, [    1], [0xc658],   76, 1024 ->  948
    [184], 2022/03/02, 12:41:24, 1, 0, [-----], [------],    0,  948 -> 1024
    [185], 2022/03/02, 12:41:26, 0, 0, [    1], [0xc659],  308, 1024 ->  716
    [186], 2022/03/02, 12:41:26, 1, 0, [-----], [------],    0,  716 -> 1024
    [187], 2022/03/02, 12:41:28, 0, 0, [    1], [0xc65a],   76, 1024 ->  948
    [188], 2022/03/02, 12:41:28, 1, 0, [-----], [------],    0,  948 -> 1024
    [189], 2022/03/02, 12:41:28, 0, 0, [    1], [0xc65b],   14, 1024 -> 1010
    [190], 2022/03/02, 12:41:28, 1, 0, [-----], [------],    0, 1010 -> 1024
    [191], 2022/03/02, 12:41:28, 0, 0, [    1], [0xc65c],  188, 1024 ->  836
    [192], 2022/03/02, 12:41:28, 1, 0, [-----], [------],    0,  836 ->  868
    [193], 2022/03/02, 12:41:28, 1, 0, [-----], [------],    0,  868 ->  960
    [194], 2022/03/02, 12:41:28, 1, 0, [-----], [------],    0,  960 ->  976
    [195], 2022/03/02, 12:41:28, 1, 0, [-----], [------],    0,  976 -> 1004
    [196], 2022/03/02, 12:41:28, 1, 0, [-----], [------],    0, 1004 -> 1016
    [197], 2022/03/02, 12:41:28, 1, 0, [-----], [------],    0, 1016 -> 1024
    [198], 2022/03/02, 12:41:29, 0, 0, [    1], [0xc65d],   72, 1024 ->  952
    [199], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0,  952 ->  968
    [200], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0,  968 ->  984
    [201], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0,  984 -> 1012
    [202], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0, 1012 -> 1024
    [203], 2022/03/02, 12:41:29, 0, 0, [    1], [0xc65e],   72, 1024 ->  952
    [204], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0,  952 ->  968
    [205], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0,  968 ->  984
    [206], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0,  984 -> 1012
    [207], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0, 1012 -> 1024
    [208], 2022/03/02, 12:41:29, 0, 0, [    1], [0xc65f],   72, 1024 ->  952
    [209], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0,  952 ->  968
    [210], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0,  968 ->  984
    [211], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0,  984 -> 1012
    [212], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0, 1012 -> 1024
    [213], 2022/03/02, 12:41:29, 0, 0, [    1], [0xc660],   72, 1024 ->  952
    [214], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0,  952 ->  968
    [215], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0,  968 ->  984
    [216], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0,  984 -> 1012
    [217], 2022/03/02, 12:41:29, 1, 0, [-----], [------],    0, 1012 -> 1024
    [218], 2022/03/02, 12:41:30, 0, 0, [    1], [0xc661],   72, 1024 ->  952
    [219], 2022/03/02, 12:41:30, 1, 0, [-----], [------],    0,  952 ->  968
    [220], 2022/03/02, 12:41:30, 1, 0, [-----], [------],    0,  968 ->  984
    [221], 2022/03/02, 12:41:30, 1, 0, [-----], [------],    0,  984 -> 1012
    [222], 2022/03/02, 12:41:30, 1, 0, [-----], [------],    0, 1012 -> 1024
    [223], 2022/03/02, 12:41:30, 0, 0, [    1], [0xc662],   72, 1024 ->  952
    [224], 2022/03/02, 12:41:30, 1, 0, [-----], [------],    0,  952 ->  968
    [225], 2022/03/02, 12:41:30, 1, 0, [-----], [------],    0,  968 ->  984
    [226], 2022/03/02, 12:41:30, 1, 0, [-----], [------],    0,  984 -> 1012
    [227], 2022/03/02, 12:41:30, 1, 0, [-----], [------],    0, 1012 -> 1024
    [228], 2022/03/02, 12:41:30, 0, 0, [    1], [0xc663],   72, 1024 ->  952
    [229], 2022/03/02, 12:41:30, 1, 0, [-----], [------],    0,  952 ->  968
    [230], 2022/03/02, 12:41:30, 1, 0, [-----], [------],    0,  968 ->  984
    [231], 2022/03/02, 12:41:30, 1, 0, [-----], [------],    0,  984 -> 1012
    [232], 2022/03/02, 12:41:30, 1, 0, [-----], [------],    0, 1012 -> 1024
    [233], 2022/03/02, 12:41:31, 0, 0, [    1], [0xc664],   72, 1024 ->  952
    [234], 2022/03/02, 12:41:31, 1, 0, [-----], [------],    0,  952 ->  968
    [235], 2022/03/02, 12:41:31, 1, 0, [-----], [------],    0,  968 ->  984
    [236], 2022/03/02, 12:41:31, 1, 0, [-----], [------],    0,  984 -> 1012
    [237], 2022/03/02, 12:41:31, 1, 0, [-----], [------],    0, 1012 -> 1024
    [238], 2022/03/02, 12:41:31, 0, 0, [    1], [0xc665],  308, 1024 ->  716
    [239], 2022/03/02, 12:41:31, 1, 0, [-----], [------],    0,  716 -> 1024
    [240], 2022/03/02, 12:41:34, 0, 0, [    1], [0xc666],   14, 1024 -> 1010
    [241], 2022/03/02, 12:41:34, 1, 0, [-----], [------],    0, 1010 -> 1024
    [242], 2022/03/02, 12:41:34, 0, 0, [    1], [0xc667],  168, 1024 ->  856
    [243], 2022/03/02, 12:41:34, 1, 0, [-----], [------],    0,  856 ->  908
    [244], 2022/03/02, 12:41:34, 1, 0, [-----], [------],    0,  908 ->  936
    [245], 2022/03/02, 12:41:34, 1, 0, [-----], [------],    0,  936 ->  948
    [246], 2022/03/02, 12:41:34, 1, 0, [-----], [------],    0,  948 -> 1024
    [247], 2022/03/02, 12:41:37, 0, 0, [    1], [0xc668],   76, 1024 ->  948
    [248], 2022/03/02, 12:41:37, 1, 0, [-----], [------],    0,  948 -> 1024
    [249], 2022/03/02, 12:41:37, 0, 0, [    1], [0xc669],    8, 1024 -> 1016
    [250], 2022/03/02, 12:41:37, 1, 0, [-----], [------],    0, 1016 -> 1024
    [251], 2022/03/02, 12:41:37, 0, 0, [    1], [0xc66a],  352, 1024 ->  672
    [252], 2022/03/02, 12:41:37, 1, 0, [-----], [------],    0,  672 ->  700
    [253], 2022/03/02, 12:41:37, 1, 0, [-----], [------],    0,  700 ->  948
    [254], 2022/03/02, 12:41:37, 1, 0, [-----], [------],    0,  948 ->  964
    [255], 2022/03/02, 12:41:37, 0, 0, [    1], [0xc66b],  118,  964 ->  846

Analize Thread Exec Info =>
    [  0], 2022/03/02, 12:41:03 -> 12:41:03, Post= 1, [0x0300], [0x00FF], 1E,0,5B,0,0,1,1,0,
    [  1], 2022/03/02, 12:41:03 -> 12:41:03, Post= 2, [0x0300], [0x00FF], 5A,0,5B,0,0,2,2,0,
    [  2], 2022/03/02, 12:41:03 -> 12:41:03, Post= 0, [0x0300], [0x00FF], E,0,5C,0,0,2,1,0,
    [  3], 2022/03/02, 12:41:03 -> 12:41:03, Post= 0, [0x0300], [0x00FF], 1A,0,52,0,0,0,0,0,
    [  4], 2022/03/02, 12:41:03 -> 12:41:03, Post= 1, [0x0300], [0x00FF], A,0,53,0,1,E,0,0,
    [  5], 2022/03/02, 12:41:03 -> 12:41:03, Post= 0, [0x0300], [0x00FF], 6,0,5A,0,1,0,2,4,
    [  6], 2022/03/02, 12:41:04 -> 12:41:04, Post= 0, [0x0300], [0x00FF], E,0,5B,0,0,2,1,0,
    [  7], 2022/03/02, 12:41:04 -> 12:41:04, Post= 0, [0x0300], [0x00FF], E,0,5C,0,0,2,1,0,
    [  8], 2022/03/02, 12:41:04 -> 12:41:04, Post= 0, [0x0300], [0x00FF], 1A,0,52,0,0,0,0,0,
    [  9], 2022/03/02, 12:41:04 -> 12:41:04, Post= 0, [0x0300], [0x00FF], A,0,53,0,1,E,0,0,
    [ 10], 2022/03/02, 12:41:04 -> 12:41:04, Post= 0, [0x0300], [0x00FF], E,0,5B,0,0,2,1,0,
    [ 11], 2022/03/02, 12:41:04 -> 12:41:04, Post= 0, [0x0300], [0x00FF], E,0,5C,0,0,2,1,0,
    [ 12], 2022/03/02, 12:41:04 -> 12:41:04, Post= 0, [0x0300], [0x00FF], 1A,0,52,0,0,0,0,0,
    [ 13], 2022/03/02, 12:41:04 -> 12:41:04, Post= 0, [0x0300], [0x00FF], A,0,53,0,1,E,0,0,
    [ 14], 2022/03/02, 12:41:05 -> 12:41:05, Post= 0, [0x0300], [0x00FF], E,0,5B,0,0,2,1,0,
    [ 15], 2022/03/02, 12:41:05 -> 12:41:05, Post= 0, [0x0300], [0x00FF], E,0,5C,0,0,2,1,0,
    [ 16], 2022/03/02, 12:41:05 -> 12:41:05, Post= 0, [0x0300], [0x00FF], 1A,0,52,0,0,0,0,0,
