//STEPDIAG 1
2023/09/13
///DUTY-RATIO
FMTV_HOOD_FASH,9,9,0,5,170.4
FMTV_HOOD_FASH,10,10,0,0,100.6
FMTV_HOOD_FASH,10,10,0,5,137.7
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
///OVERHAUL
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
///ENCNOISE-LV
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
//STEPDIAG 2
2023/08/30
///DUTY-RATIO
FMTV_FENDERS,22,18,0,5,142.2
FMTV_FENDERS,23,19,0,4,105.2
FMTV_FENDERS,23,19,0,5,142.4
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
///OVERHAUL
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
